base,alt,incl_reason
mommy*,mama
mommy*,mum
mommy*,mummy
mommy*,mom
mommy*,mother
daddy*,dada
daddy*,baba
daddy*,papa
daddy*,father
daddy*,dad
grandma*,grammy
grandma*,grandmother
grandpa*,grampy
grandpa*,grandfather
dog,doggie
dog,doggy
dog,doggies
duck,duckie
duck,ducky
duck,duckies
horse,horsie
horse,horsies
frog,froggie
pajamas,jammies
tv,television
